tinyId,permissibleValue,valueMeaningDefinition,conceptId,conceptSource,valueMeaningName,codeSystemName,valueMeaningCode,codeSystemVersion
wsyM6_5_qo3,3,3,NA,NA,3,NA,NA,NA
WT2FKLWJnv,2,NA,NA,NA,2,NA,NA,NA
wT8A5W5JsBR,5,5,NA,NA,5,NA,NA,NA
wtwOcSOh4Td,2,2,NA,NA,2,NA,NA,NA
WUa3hW4A,4,4,NA,NA,4,NA,NA,NA
wUbNdUHHbme,3,3,NA,NA,3,NA,NA,NA
wug5VzFPfnD,3,3,NA,NA,3,NA,NA,NA
WuT7eJsZMZ,2,NA,NA,NA,2,NA,NA,NA
wUye_n5gt2H,3,3,NA,NA,3,NA,NA,NA
wvEQXnfQoS,5,NA,NA,NA,5,NA,NA,NA
wVgcZXdUt4B,21,21,NA,NA,21,NA,NA,NA
wvGz9VdHxz,2,NA,NA,NA,2,NA,NA,NA
wVkta74tvgA,3,3,NA,NA,3,NA,NA,NA
wVoIJyTpwD,5,NA,NA,NA,5,NA,NA,NA
WVXt3TsA3AJ,3,3,NA,NA,3,NA,NA,NA
WW_OhEVDgyS,6,6,NA,NA,6,NA,NA,NA
Ww6Vpcr7gCv,2,2,NA,NA,2,NA,NA,NA
WwaEp_xe8H,9,NA,NA,NA,9,9,9,NA
wWAJX6N5WKN,8,8,NA,NA,8,NA,NA,NA
WwANKhdtQAN,3,3,NA,NA,3,NA,NA,NA
wwBT1xqrDAQ,5,5,NA,NA,5,NA,NA,NA
WWbWl2sZ1P,4,NA,NA,NA,4,NA,NA,NA
WwFJfsBpDj2,3,3,NA,NA,3,NA,NA,NA
wWG_jslgV,7,NA,NA,NA,7,NA,NA,NA
wWU_BtuZB1Q,3,3,NA,NA,3,NA,NA,NA
WwW1kyBa43v,5,5,NA,NA,5,NA,NA,NA
Wx1XwMzTGMD,3,3,NA,NA,3,NA,NA,NA
WX4v9hyU2e,4,4,NA,NA,4,NA,NA,NA
WXAtWAHpjqX,5,5,NA,NA,5,NA,NA,NA
WxFMgFt1B,3,3,NA,NA,3,NA,NA,NA
WxgWng8XuA5,2,2,NA,NA,2,NA,NA,NA
wXPj55JXVXh,2,2,NA,NA,2,NA,NA,NA
wxtDPJYcMXy,3,3,NA,NA,3,NA,NA,NA
wy7JctaF7X2,3,3,NA,NA,3,NA,NA,NA
wyCJryvqvJP,4,4,NA,NA,4,NA,NA,NA
WYK7RUt7vE,3,NA,NA,NA,3,NA,NA,NA
wYMJ7RSOjo,7,NA,NA,NA,7,NA,NA,NA
wz2TNMzA_RW,3,3,NA,NA,3,NA,NA,NA
wZaOszrRRp,2,2,NA,NA,2,NA,NA,NA
wZbwAlDI6Q,2,NA,NA,NA,2,NA,NA,NA
WzgrOOWGaCW,3,3,NA,NA,3,NA,NA,NA
WZh0n7EtI5,5,NA,NA,NA,5,NA,NA,NA
WziENqLLp,2,NA,NA,NA,2,2,2,NA
wzLcs3a3lT,14,NA,NA,NA,14,NA,NA,NA
wZmhgGmB8Ev,5,5,NA,NA,5,NA,NA,NA
WzqTFk_dS,2,2,NA,NA,2,NA,NA,NA
WZryB5EzRL,2,2,NA,NA,2,NA,NA,NA
WZtqeUsGWcj,6,6,NA,NA,6,NA,NA,NA
WZxak5V9GJ,2,NA,NA,NA,2,NA,NA,NA
WzxO0yuvuo,2,NA,NA,NA,2,NA,NA,NA
x_1XCco4ukV,3,3,NA,NA,3,NA,NA,NA
x_2BNBen6,3,NA,NA,NA,3,NA,NA,NA
X_cDnj04Vc,2,NA,NA,NA,2,NA,NA,NA
X_ClARoNH2,4,4,4,4,NA,NA,NA,NA
X_M7jRQJ9z7,4,4,NA,NA,4,NA,NA,NA
X_Sz0_zJ8hB,3,3,NA,NA,3,NA,NA,NA
X02iQU_Ml1,5,NA,NA,NA,5,NA,NA,NA
X0bswFMTKep,5,5,NA,NA,5,NA,NA,NA
X0n0X9VkfK,2,2,NA,NA,2,NA,NA,NA
X0oCRaKiEz,5,NA,NA,NA,5,NA,NA,NA
x0qO31dFE,3,3,NA,NA,3,NA,NA,NA
X1_1_cpRmm,5,NA,NA,NA,5,NA,NA,NA
X1_8OzuTT8,6,6,NA,NA,6,NA,NA,NA
X1_CD5ihix,2,NA,NA,NA,2,2,2,NA
X1_Dq_i6aU,4,4,NA,NA,4,NA,NA,NA
X1_e28conie,3,NA,NA,NA,3,3,3,NA
X1_j55o3oe,2,NA,NA,NA,2,2,2,NA
X1_lJKmgSAf,2,2,NA,NA,2,NA,NA,NA
X1_LtydnkXl,5,NA,NA,NA,5,5,5,NA
X1_mqcpCQQ,5,NA,NA,NA,5,NA,NA,NA
X1_onqo2sx,2,NA,NA,NA,2,2,2,NA
X1_qn9i3jl,4,NA,NA,NA,4,4,4,NA
X1_s99j2jl,2,NA,NA,NA,2,2,2,NA
X1_vtVi6TL,5,5,NA,NA,5,NA,NA,NA
X1_WKcaRX7,5,NA,NA,NA,5,NA,NA,NA
X1_Xe_cA57,3,3,NA,NA,3,NA,NA,NA
X1_xlu9A5Q,3,3,NA,NA,3,NA,NA,NA
X1_YWEcoB0,3,3,NA,NA,3,NA,NA,NA
X10inqjhol,2,NA,NA,NA,2,2,2,NA
X11BCuZ_ndg,5,5,NA,NA,5,NA,NA,NA
X11eL9cihjx,2,NA,NA,NA,2,2,2,NA
X11Ld1_hJQg,5,NA,NA,NA,5,5,5,NA
X11MCGnLBJv,15,NA,NA,NA,15,NA,NA,NA
X11Mluy_3JXe,5,NA,NA,NA,5,NA,NA,NA
X11r_K1O2kXe,6,NA,NA,NA,6,5,5,NA
X11Sx_yuh1Qe,5,NA,NA,NA,5,5,5,NA
X122qQ5xQ,5,NA,NA,NA,5,NA,NA,NA
x12gKNAk_AZ,3,3,NA,NA,3,NA,NA,NA
X12qANfvbx,3,3,NA,NA,3,NA,NA,NA
X13chBVkkl,4,4,4,4,4,4,4,NA
X13LY5i2ox,7,NA,NA,NA,7,7,7,NA
X13OUcj2il,8,NA,NA,NA,8,8,8,NA
X147WF1O31Xg,5,NA,NA,NA,5,5,5,NA
X149No6TI,7,7,NA,NA,7,NA,NA,NA
X14gPscihse,6,NA,NA,NA,6,6,6,NA
X14HAd6pL,10,10,NA,NA,10,NA,NA,NA
X14l0t9jnol,4,NA,NA,NA,4,4,4,NA
X14lmDHQy1e,5,5,5,5,5,5,5,NA
X14U_y_h17l,5,NA,NA,NA,5,5,5,NA
X151__kOhyQl,5,NA,NA,NA,5,5,5,NA
X156bdap8,5,5,NA,NA,5,NA,NA,NA
X159LQeHCM,2,2,NA,NA,2,NA,NA,NA
X15BdKa6U,3,3,NA,NA,3,NA,NA,NA
X15cG_TpU,5,5,NA,NA,5,NA,NA,NA
X15eCtconje,4,NA,NA,NA,4,4,4,NA
X15G2OmMg,2,NA,NA,NA,2,2,2,2
X15gkt7eB0f,2,2,NA,NA,2,NA,NA,NA
X15gyhP5Rc7,4,4,NA,NA,4,NA,NA,NA
X15ox_J_hkme,5,NA,NA,NA,5,5,5,NA
X15xy5cs2oe,4,NA,NA,NA,4,4,4,NA
X15Zqqjhjl,3,NA,NA,NA,3,3,3,NA
X160Itaa8,3,3,NA,NA,3,NA,NA,NA
X16BxPwbZ3ug,5,5,NA,NA,5,NA,NA,NA
X16gaj5o3ix,4,NA,NA,NA,4,4,4,NA
X174DkIDQC,5,NA,NA,NA,5,NA,NA,NA
X17dfd6p8,6,6,NA,NA,6,NA,NA,NA
X17eoqjnoe,7,NA,NA,NA,7,7,7,NA
X17gO3qj2jg,4,NA,NA,NA,4,4,4,NA
X17le2L50qQ,5,5,NA,NA,5,NA,NA,NA
X17V39snsg,3,NA,NA,NA,3,3,3,NA
X183dkdhkXg,5,NA,NA,NA,5,5,5,NA
X189xZwZZ2ul,5,5,NA,NA,5,NA,NA,NA
X18brv9jnoe,4,NA,NA,NA,4,4,4,NA
X18eY35jnjx,4,NA,NA,NA,4,4,4,NA
X18VYyOh1Qe,5,NA,NA,NA,5,5,5,NA
X18xDd5s3jl,4,NA,NA,NA,4,4,4,NA
X199y_b_2dl,4,4,NA,NA,4,NA,NA,NA
X19qxFyd21Qe,5,NA,NA,NA,5,1,1,NA
X19wJKaaL,4,4,NA,NA,4,NA,NA,NA
X19xkicihog,5,NA,NA,NA,5,5,5,NA
X19z_dku2J7g,5,NA,NA,NA,5,5,5,NA
X1abxdVqjHR,2,2,NA,NA,2,NA,NA,NA
X1aCOku2k7l,5,NA,NA,NA,5,5,5,NA
X1aDydh1mx,5,NA,NA,NA,5,5,5,NA
X1aeiWdcCcQ,2,2,NA,NA,2,NA,NA,NA
X1aeYqqohoe,14,NA,NA,NA,14,14,14,NA
X1AjFJ_2JQe,5,NA,NA,NA,5,NA,NA,NA
X1alIdQcCqQ,6,6,NA,NA,6,NA,NA,NA
X1ALx_Ju31Ql,5,NA,NA,NA,5,5,5,NA
X1aNlYkunk7x,2,NA,NA,NA,2,NA,NA,NA
X1anuqo2jx,11,NA,NA,NA,11,11,11,NA
X1aS_F6pI,3,3,NA,NA,3,NA,NA,NA
X1atcaAmm,5,NA,NA,NA,5,NA,NA,NA
X1Av9cj3sl,4,NA,NA,NA,4,4,4,NA
X1aXMdapU,5,5,NA,NA,5,NA,NA,NA
X1axPg_9A5m,4,4,NA,NA,4,NA,NA,NA
X1b_hcjhjl,3,NA,NA,NA,3,3,3,NA
X1b_mzOTpL,5,5,NA,NA,5,NA,NA,NA
X1b_tkd2kml,5,NA,NA,NA,5,5,5,NA
X1B4qqsnse,5,NA,NA,NA,5,5,5,NA
X1b66qcT6I,5,5,NA,NA,5,NA,NA,NA
X1bAsbiaaI,4,4,NA,NA,4,NA,NA,NA
X1bbW1FpaU,2,2,NA,NA,2,NA,NA,NA
X1bEzwY66U,2,2,NA,NA,2,NA,NA,NA
X1BfQg7q0qm,92,92,NA,NA,92,NA,NA,NA
X1bg0wmgHRz,5,5,NA,NA,5,NA,NA,NA
X1BIn9o2sx,11,NA,NA,NA,11,11,11,NA
X1BIq9snje,5,NA,NA,NA,5,5,5,NA
X1bKWm_TT8,5,5,NA,NA,5,NA,NA,NA
X1bOFMuppL,5,5,NA,NA,5,NA,NA,NA
X1BPBw9CcQ,3,3,NA,NA,3,NA,NA,NA
X1bPtutpTU,3,3,NA,NA,3,NA,NA,NA
X1bVaVsTp8,5,5,NA,NA,5,NA,NA,NA
X1bxioqonje,2,NA,NA,NA,2,2,2,NA
X1bZOh5s2sg,4,NA,NA,NA,4,4,4,NA
X1C_uyunJQx,6,NA,NA,NA,6,NA,NA,NA
X1c3A_AiHz,9,NA,NA,NA,9,9,9,NA
X1cebcjXZyG,7,NA,NA,NA,7,7,7,NA
X1cebu1_hkmg,5,NA,NA,NA,5,5,5,NA
X1Ceh5s2sg,5,NA,NA,NA,5,5,5,NA
X1CG_uJu2y7x,5,NA,NA,NA,5,5,5,NA
X1CgtGh8BJD,5,NA,NA,NA,5,NA,NA,NA
X1cIkXIlm,4,NA,NA,NA,4,NA,NA,NA
X1CjdoGoV,3,NA,NA,NA,3,NA,NA,NA
X1Cq5onsx,3,NA,NA,NA,3,3,3,NA
X1CTFdZbnOe,5,5,NA,NA,5,NA,NA,NA
X1Cyfdpp8,5,5,NA,NA,5,NA,NA,NA
X1CZadJeX,6,NA,NA,NA,6,NA,NA,NA
X1d1ZQcCc7,5,5,NA,NA,5,NA,NA,NA
X1d45JO21Xg,5,NA,NA,NA,5,5,5,NA
X1DBs5ohjg,4,NA,NA,NA,4,4,4,NA
X1dfD5o2ix,7,NA,NA,NA,7,7,7,NA
X1DfWKkuhk7l,5,NA,NA,NA,5,5,5,NA
X1DIZ_5Acm,4,4,NA,NA,4,NA,NA,NA
X1dJeRDWWhux,5,5,NA,NA,5,NA,NA,NA
X1DnNo6pI,5,5,NA,NA,5,NA,NA,NA
X1dTicj2ox,4,NA,NA,NA,4,4,4,NA
X1Dwu1O31mx,5,NA,NA,NA,5,5,5,NA
X1DYg_qAcm,2,2,NA,NA,2,NA,NA,NA
X1e69mip6L,2,2,NA,NA,2,NA,NA,NA
X1e75MnLr1v,6,NA,NA,NA,6,NA,NA,NA
X1E7uqj2il,4,NA,NA,NA,4,4,4,NA
X1E8KJdhkmg,5,NA,NA,NA,5,5,5,NA
X1eadJd3k7l,5,NA,NA,NA,5,5,5,NA
X1eaUkYT6U,5,5,NA,NA,5,NA,NA,NA
X1ebDbopTI,2,2,NA,NA,2,NA,NA,NA
X1eCtS9WS8,2,NA,NA,NA,2,2,2,NA
X1eFcMdpaL,5,5,NA,NA,5,NA,NA,NA
X1EGxtk_n1Qe,5,NA,NA,NA,5,5,5,NA
X1eloIXxSAM,2,2,NA,NA,2,NA,NA,NA
X1EqWH5R5X,7,7,NA,NA,7,NA,NA,NA
X1ES9qi2oe,3,NA,NA,NA,3,3,3,NA
X1EWdsconse,2,NA,NA,NA,2,2,2,NA
X1EWttaaL,2,2,NA,NA,2,NA,NA,NA
X1EzOZWhOl,5,5,NA,NA,5,NA,NA,NA
X1F5WiaaL,4,4,NA,NA,4,NA,NA,NA
X1f5Yf_TpL,5,5,NA,NA,5,NA,NA,NA
X1f6sIjaTU,3,3,NA,NA,3,NA,NA,NA
X1f8eu1O3JQe,5,NA,NA,NA,5,5,5,NA
X1FDtmGeQ,6,NA,NA,NA,6,NA,NA,NA
X1fEIEcsHA,3,3,NA,NA,3,NA,NA,NA
X1fgj35o3jl,2,NA,NA,NA,2,2,2,NA
X1fgx_1OhkXe,5,NA,NA,NA,5,5,5,NA
X1fGZKyOhkQx,5,NA,NA,NA,5,NA,NA,NA
X1fHiqi3sg,2,NA,NA,NA,2,2,2,NA
X1fLHwtp6I,4,4,NA,NA,4,NA,NA,NA
X1FMDJd2yXe,5,NA,NA,NA,5,5,5,NA
X1fNKXxSRG,4,4,NA,NA,4,NA,NA,NA
X1FQ99snix,2,NA,NA,NA,2,2,2,NA
X1fR1Gj6TL,2,2,NA,NA,2,NA,NA,NA
X1frAXqsrA,4,4,NA,NA,4,NA,NA,NA
X1ftHM_6TL,5,5,NA,NA,5,NA,NA,NA
X1fv81Ya6U,5,5,NA,NA,5,NA,NA,NA
X1fW_55jhil,4,NA,NA,NA,4,4,4,NA
X1FWdcohie,2,NA,NA,NA,2,2,2,NA
X1fyl_OZW3_l,5,5,NA,NA,5,NA,NA,NA
X1g_Vh9i3ix,3,NA,NA,NA,3,3,3,NA
X1G19Zjap8,3,3,NA,NA,3,NA,NA,NA
X1G4nUsaaU,3,3,NA,NA,3,NA,NA,NA
X1GB1DopaU,7,7,NA,NA,7,NA,NA,NA
X1GcrMOpaU,5,5,NA,NA,5,NA,NA,NA
X1gdd9a0m7,5,NA,NA,NA,5,NA,NA,NA
X1get7gHCf,2,2,NA,NA,2,NA,NA,NA
X1GeYlIxQ,4,NA,NA,NA,4,NA,NA,NA
X1ghPq0cm,4,4,NA,NA,4,NA,NA,NA
X1gHuz_p68,6,6,NA,NA,6,NA,NA,NA
X1Gi3MsaTL,2,2,NA,NA,2,NA,NA,NA
X1GJZX9CcX,5,5,NA,NA,5,NA,NA,NA
X1GKzO66L,5,5,NA,NA,5,NA,NA,NA
X1Gl5cpA77,5,NA,NA,NA,5,NA,NA,NA
X1GlnR_CoBf,4,NA,NA,NA,4,4,4,NA
X1gPckOnkQl,5,NA,NA,NA,5,5,5,NA
X1gqa0_aTL,3,3,NA,NA,3,NA,NA,NA
X1gsQutpaU,5,5,NA,NA,5,NA,NA,NA
X1GstrcWBL,5,NA,NA,NA,5,5,5,NA
X1GVdkO2Jmg,5,NA,NA,NA,5,5,5,NA
X1Gvs5s3ox,5,NA,NA,NA,5,5,5,NA
X1gW4i5i2sx,2,NA,NA,NA,2,2,2,NA
X1GWvJt6TU,2,2,NA,NA,2,NA,NA,NA
X1GxgfsapI,2,2,NA,NA,2,NA,NA,NA
X1gxUDci2se,4,NA,NA,NA,4,4,4,NA
X1GXWGupTL,5,5,NA,NA,5,NA,NA,NA
X1Gyimjp6U,2,2,NA,NA,2,NA,NA,NA
X1gzzwsapU,7,7,NA,NA,7,NA,NA,NA
X1HeT87eSCf,6,6,NA,NA,6,NA,NA,NA
X1hFedyunJ7x,5,NA,NA,NA,5,5,5,NA
X1HG_9j2ix,2,NA,NA,NA,2,2,2,NA
X1HgMDco3sg,5,NA,NA,NA,5,5,5,NA
X1HgnUcs3ol,4,NA,NA,NA,4,4,4,NA
X1HQtk_2JQx,5,NA,NA,NA,5,5,5,NA
X1HWevmlSAz,2,2,NA,NA,2,NA,NA,NA
X1hxvtcsnox,3,NA,NA,NA,3,3,3,NA
X1Hzdk_3k7g,5,NA,NA,NA,5,5,5,NA
X1i5n9inog,4,NA,NA,NA,4,4,4,NA
X1i5xdqR97,5,5,NA,NA,5,NA,NA,NA
X1i9gukunkml,5,NA,NA,NA,5,5,5,NA
X1i9QippL,2,2,NA,NA,2,NA,NA,NA
X1ICFku2Jml,5,NA,NA,NA,5,5,5,NA
X1ie6Imxr0M,11,11,NA,NA,11,NA,NA,NA
X1IEb_9097,4,4,NA,NA,4,NA,NA,NA
X1ifeHw_bhul,5,5,NA,NA,5,NA,NA,NA
X1igjf28H1v,4,NA,NA,NA,4,NA,NA,NA
X1IgrK9onil,9,NA,NA,NA,9,9,9,NA
X1ileKkOh1mg,5,NA,NA,NA,5,5,5,NA
X1Im9iGjE,4,NA,NA,NA,4,NA,NA,NA
X1IQeQ5C9X,11,11,NA,NA,11,NA,NA,NA
X1IQImxSAf,2,2,NA,NA,2,NA,NA,NA
X1ivbjT6I,2,2,NA,NA,2,NA,NA,NA
X1IxVO5ihil,2,NA,NA,NA,2,2,2,NA
X1iXxuk_hyQx,5,NA,NA,NA,5,5,5,NA
X1j7eKkd2yXg,5,NA,NA,NA,5,5,5,NA
X1jDdQ50qQ,3,3,NA,NA,3,NA,NA,NA
X1jedO7gB0M,5,5,NA,NA,5,NA,NA,NA
X1jg2OQxB0M,3,3,NA,NA,3,NA,NA,NA
X1JkbdJ_nk7e,5,NA,NA,NA,5,5,5,NA
x1jKzbArw4p,1,1,NA,NA,1,NA,NA,NA
X1JMdJOhyml,5,NA,NA,NA,5,5,5,NA
X1jxUNqjB0,2,2,NA,NA,2,NA,NA,NA
X1JZu25ohil,4,NA,NA,NA,4,4,4,NA
X1Ke9q9snsx,2,NA,NA,NA,2,2,2,NA
X1KeAvZb2dl,5,5,NA,NA,5,NA,NA,NA
X1kepDXxBAG,2,2,NA,NA,2,NA,NA,NA
X1Kg6kuqAcQ,2,2,NA,NA,2,NA,NA,NA
X1KgDrvcAcX,3,3,NA,NA,3,NA,NA,NA
X1kgLu9jhix,2,NA,NA,NA,2,2,2,NA
X1KhZub_3dx,5,5,NA,NA,5,NA,NA,NA
X1kJlv45iB0,4,4,NA,NA,4,NA,NA,NA
X1KjUmxB0z,5,5,NA,NA,5,NA,NA,NA
X1KlyP9j2sx,2,NA,NA,NA,2,2,2,NA
X1kMUv7xBAf,2,2,NA,NA,2,NA,NA,NA
X1kn_y_n1Xg,5,NA,NA,NA,5,1,1,NA
X1KoCORsHG,2,NA,NA,NA,2,2,2,NA
X1KU99j2sg,4,NA,NA,NA,4,4,4,NA
X1KUeuk_3J7e,5,NA,NA,NA,5,5,5,NA
X1kxWDXxHCG,2,2,NA,NA,2,NA,NA,NA
X1l_nLqihjx,3,NA,NA,NA,3,3,3,NA
X1l5hLFp68,5,5,NA,NA,5,NA,NA,NA
X1l755aCQX,5,NA,NA,NA,5,NA,NA,NA
X1l7JDiTTL,2,2,NA,NA,2,NA,NA,NA
X1laY5s2ox,4,NA,NA,NA,4,4,4,NA
X1lcvFOE7v,2,2,NA,NA,2,NA,NA,NA
X1LdgF1dhyQx,5,NA,NA,NA,5,5,5,NA
X1leU_t6aI,3,3,NA,NA,3,NA,NA,NA
X1Lev_d5R9Q,4,4,NA,NA,4,NA,NA,NA
X1Lg_3ci3ie,4,NA,NA,NA,4,4,4,NA
X1LgD5o3sg,4,NA,NA,NA,4,4,4,NA
X1lgIFqo3se,3,NA,NA,NA,3,3,3,NA
X1lI_GOT68,6,6,NA,NA,6,NA,NA,NA
X1lI84qirR,3,3,NA,NA,3,NA,NA,NA
X1LjUQxHCM,5,5,NA,NA,5,NA,NA,NA
X1lkKwF6pI,2,2,NA,NA,2,NA,NA,NA
X1ll3q9s2sx,2,NA,NA,NA,2,2,2,NA
X1lLf7d6aU,5,5,NA,NA,5,NA,NA,NA
X1llTsqi3ie,4,NA,NA,NA,4,4,4,NA
X1lu__5Rc7,4,4,NA,NA,4,NA,NA,NA
X1lvnPbW2_g,5,5,NA,NA,5,NA,NA,NA
X1LWyFapL,3,3,NA,NA,3,NA,NA,NA
X1LxG55onsg,2,NA,NA,NA,2,2,2,NA
X1lYUmdppU,5,5,NA,NA,5,NA,NA,NA
X1Lz9iGiV,3,NA,NA,NA,3,NA,NA,NA
X1lzkws66L,2,2,NA,NA,2,NA,NA,NA
X1m_Ucqo3ie,4,NA,NA,NA,4,4,4,NA
X1M1lAv_W3Ox,5,5,NA,NA,5,NA,NA,NA
X1m7ld1_3kXe,5,NA,NA,NA,5,5,5,NA
X1M7U8lrAf,2,2,NA,NA,2,NA,NA,NA
X1Mc0_0jHz,2,NA,NA,NA,2,2,2,NA
X1MDdqp0mQ,5,NA,NA,NA,5,NA,NA,NA
X1mg7O5s3jg,5,NA,NA,NA,5,5,5,NA
X1MgoZd9A5m,2,2,NA,NA,2,NA,NA,NA
X1Mguv5ihie,5,NA,NA,NA,5,5,5,NA
X1mGvYaa8,2,2,NA,NA,2,NA,NA,NA
X1MIF5onsl,3,NA,NA,NA,3,3,3,NA
X1MIxzdpaL,5,5,NA,NA,5,NA,NA,NA
X1mleZd_Z3dx,5,5,NA,NA,5,NA,NA,NA
X1MLGX_T6U,5,5,NA,NA,5,NA,NA,NA
X1Mllw9jnoe,4,NA,NA,NA,4,4,4,NA
X1Mnfuaa8,5,5,NA,NA,5,NA,NA,NA
X1moFBc_HU,23,NA,NA,NA,23,23,23,NA
X1MP9ohjl,7,NA,NA,NA,7,7,7,NA
X1MpFNeHCf,2,2,NA,NA,2,NA,NA,NA
X1Mq1wFaaU,3,3,NA,NA,3,NA,NA,NA
X1MsUci3sx,4,NA,NA,NA,4,4,4,NA
X1MSXd_Znul,5,5,NA,NA,5,NA,NA,NA
X1muluk_2kmg,5,NA,NA,NA,5,5,5,NA
X1MwA4XNJzW,5,5,NA,NA,5,NA,NA,NA
X1MWbiFaTL,2,2,NA,NA,2,NA,NA,NA
X1MxG_9j2ox,4,NA,NA,NA,4,4,4,NA
X1Mxnvqjhsl,5,NA,NA,NA,5,5,5,NA
X1MZb9750cX,3,3,NA,NA,3,NA,NA,NA
X1mZTFcj2ie,3,NA,NA,NA,3,3,3,NA
X1N5G6QxvZu,14,14,NA,NA,14,NA,NA,NA
X1NAuV5sBA,2,2,NA,NA,2,NA,NA,NA
X1Ndc6AmX,5,NA,NA,NA,5,NA,NA,NA
X1Ngqhqo2jx,4,NA,NA,NA,4,4,4,NA
X1NK1dhy7g,5,NA,NA,NA,5,5,5,NA
X1nt1u21Xe,5,NA,NA,NA,5,5,5,NA
X1NwL7eSRM,2,2,NA,NA,2,NA,NA,NA
X1Nx8v5s2jx,4,NA,NA,NA,4,4,4,NA
X1nxjZdqAcm,2,2,NA,NA,2,NA,NA,NA
X1o1vop6U,4,4,NA,NA,4,NA,NA,NA
X1O599s2sx,2,NA,NA,NA,2,2,2,NA
X1O5bB5AcQ,5,5,NA,NA,5,NA,NA,NA
X1OgQx_q0cQ,2,2,NA,NA,2,NA,NA,NA
X1ohfn8Syw,3,NA,NA,NA,3,NA,NA,NA
X1OiwQGxQ,6,NA,NA,NA,6,NA,NA,NA
X1OliO6pL,2,2,NA,NA,2,NA,NA,NA
X1oljWO9R5m,2,2,NA,NA,2,NA,NA,NA
X1OPs9ihix,4,NA,NA,NA,4,4,4,NA
X1Ot9qjnie,4,NA,NA,NA,4,4,4,NA
X1ovWd9A9m,5,5,NA,NA,5,NA,NA,NA
X1OWc8QeHRM,6,6,NA,NA,6,NA,NA,NA
X1OxcLcihjx,2,NA,NA,NA,2,2,2,NA
X1oxwuqohsx,4,NA,NA,NA,4,4,4,NA
X1p_PmlHAG,2,2,NA,NA,2,NA,NA,NA
X1P1MsTTI,2,2,NA,NA,2,NA,NA,NA
X1peLw7xBAz,3,3,NA,NA,3,NA,NA,NA
X1pFY9j3ie,7,NA,NA,NA,7,7,7,NA
X1pIwYpTL,3,3,NA,NA,3,NA,NA,NA
X1plj9ohse,3,NA,NA,NA,3,3,3,NA
X1PlNqqj2sg,3,NA,NA,NA,3,3,3,NA
X1plUucihol,6,NA,NA,NA,6,6,6,NA
X1PNMlXqRcm,3,3,NA,NA,3,NA,NA,NA
X1POgOJun1ml,5,NA,NA,NA,5,5,5,NA
X1pQ5qinjl,2,NA,NA,NA,2,2,2,NA
X1pQlV4qiSA,2,2,NA,NA,2,NA,NA,NA
X1pR7cjBC,3,3,NA,NA,3,NA,NA,NA
X1pWWF1O3k7g,5,NA,NA,NA,5,5,5,NA
X1pxetJ_n1ml,5,NA,NA,NA,5,5,5,NA
X1PXOiziE,4,NA,NA,NA,4,NA,NA,NA
X1Q_dLmxrCf,2,2,NA,NA,2,NA,NA,NA
X1Q2qScWBU,2,NA,NA,NA,2,2,2,NA
X1Q9BGUem,4,NA,NA,NA,4,NA,NA,NA
X1QAfEcoSA,2,2,NA,NA,2,NA,NA,NA
X1Qb__QxrCz,3,3,NA,NA,3,NA,NA,NA
X1QB_9ihjg,5,NA,NA,NA,5,5,5,NA
X1QCgsu668,5,5,NA,NA,5,NA,NA,NA
X1QcgYk_nyml,5,NA,NA,NA,5,5,5,NA
X1Qe4vqihsl,5,NA,NA,NA,5,5,5,NA
X1qemwcohoe,3,NA,NA,NA,3,3,3,NA
X1QF3cj2sg,4,NA,NA,NA,4,4,4,NA
X1Qgnqs3ol,5,NA,NA,NA,5,5,5,NA
X1qHzSRk7,2,NA,NA,NA,2,NA,NA,NA
X1qiv5o2sg,4,NA,NA,NA,4,4,4,NA
X1QIxdkOn17x,5,NA,NA,NA,5,5,5,NA
X1qtjQfgm,6,NA,NA,NA,6,NA,NA,NA
X1QUu9inog,3,NA,NA,NA,3,3,3,NA
X1QXo9o2je,2,NA,NA,NA,2,2,2,NA
X1qXoconsl,2,NA,NA,NA,2,2,2,NA
X1R_WFku2Jmx,5,NA,NA,NA,5,5,5,NA
X1rA___Z2_e,5,5,NA,NA,5,NA,NA,NA
X1RCIspTU,2,2,NA,NA,2,NA,NA,NA
X1rcP5pC7X,5,NA,NA,NA,5,5,5,NA
X1RDqszi4,4,NA,NA,NA,4,NA,NA,NA
X1rlAI9j3sg,3,NA,NA,NA,3,3,3,NA
X1rli35i3se,2,NA,NA,NA,2,2,2,NA
X1RmgbVqjH0,2,2,NA,NA,2,NA,NA,NA
X1rnJd5A57,4,4,NA,NA,4,NA,NA,NA
X1rVaUqR9X,7,7,NA,NA,7,NA,NA,NA
X1rxYUqsnil,4,NA,NA,NA,4,4,4,NA
X1S_Qcqs2jx,3,NA,NA,NA,3,3,3,NA
X1S0uJdhy7x,5,NA,NA,NA,5,5,5,NA
X1s1PQeBCf,8,8,NA,NA,8,NA,NA,NA
X1S5qs2jx,3,NA,NA,NA,3,3,3,NA
X1sbl_V9jr0,3,3,NA,NA,3,NA,NA,NA
X1SBlKyd2JXe,5,NA,NA,NA,5,5,5,NA
X1ScMdaTL,5,5,NA,NA,5,NA,NA,NA
X1SgX8QxSCM,3,3,NA,NA,3,NA,NA,NA
X1SHeZwWb3Oe,5,5,NA,NA,5,NA,NA,NA
X1Sihqs3il,2,NA,NA,NA,2,2,2,NA
